EVENT_PK_SEQ,NET_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,NET_NUMBER,GEAR,GEAR_VOLUME_FILTERED,SAMPLE_JAR_COUNT,SAMPLE_TYPE,SAMPLE_SPLIT_FACTOR,FLOWMETER_NUMBER,FLOWMETER_CALIBRATION_DATE,FLOWMETER_CALIBRATION_FACTOR,FLOWMETER_REVOLUTIONS,PRESERVATIVE,FLAG_SEASON,FLAG_FLOWMETER_DIFF,FLAG_DEPTH,FLAG_REGION,FLAG_CLOGGING,FLAG_ZOO_ANALYZED,FLAG_EGGS_ANALYZED,FLAG_ICHTHYO_ANALYZED,FLAG_SAMPLE_INTACT,NET_COMMENT,DOE,DOC,UOE,UOC,BIO_VOLUME_ZOO_QUICK,ICH_HAUL_FCTR,ICH_HAUL_FCTR_LOCK,NET_DEPTH_MAX,NET_DEPTH_MIN,NET_DEPTH_MEAN,NET_DEPTH_START,NET_DEPTH_END,EGG_HAUL_FCTR,EGG_HAUL_FCTR_LOCK,ICH_QUARTER_PROC_FLAG
70279,73070,GU1608,0156,164,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70280,73071,GU1608,0157,166,1,6B3I,199.213,1,I,,26415,01-JAN-15,0.26873,2537,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.62,,,,,,,,,
70280,73072,GU1608,0157,166,2,6B3Z,201.153,1,Z,,26417,01-JAN-14,0.2687,2562,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70280,73073,GU1608,0157,166,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70281,73074,GU1608,0158,167,1,6B3I,478.047,1,I,,26415,01-JAN-15,0.26873,6088,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.6,,,,,,,,,
70281,73075,GU1608,0158,167,2,6B3Z,482.705,1,Z,,26417,01-JAN-14,0.2687,6148,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70281,73076,GU1608,0158,167,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70282,73077,GU1608,0159,169,1,6B3I,370.864,1,I,,26415,01-JAN-15,0.26873,4723,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.39,,,,,,,,,
70282,73078,GU1608,0159,169,2,6B3Z,373.806,1,Z,,26417,01-JAN-14,0.2687,4761,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70282,73079,GU1608,0159,169,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70283,73080,GU1608,0160,171,1,6B3I,290.064,1,I,,26415,01-JAN-15,0.26873,3694,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.96,,,,,,,,,
70283,73081,GU1608,0160,171,2,6B3Z,377.103,1,Z,,26417,01-JAN-14,0.2687,4803,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70283,73082,GU1608,0160,171,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70284,73083,GU1608,0161,173,1,6B3I,361.519,1,I,,26415,01-JAN-15,0.26873,4604,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.53,,,,,,,,,
70284,73084,GU1608,0161,173,2,6B3Z,282.101,1,Z,,26417,01-JAN-14,0.2687,3593,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70284,73085,GU1608,0161,173,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70285,73086,GU1608,0162,175,1,6B3I,298.701,1,I,,26415,01-JAN-15,0.26873,3804,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.29,,,,,,,,,
70285,73087,GU1608,0162,175,2,6B3Z,301.416,1,Z,,26417,01-JAN-14,0.2687,3839,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70285,73088,GU1608,0162,175,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70286,73089,GU1608,0163,176,1,6B3I,216.017,1,I,,26415,01-JAN-15,0.26873,2751,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.49,,,,,,,,,
70286,73090,GU1608,0163,176,2,6B3Z,219.918,1,Z,,26417,01-JAN-14,0.2687,2801,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70286,73091,GU1608,0163,176,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70287,73092,GU1608,0164,178,1,6B3I,137.965,1,I,,26415,01-JAN-15,0.26873,1757,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.78,,,,,,,,,
70287,73093,GU1608,0164,178,2,6B3Z,139.912,1,Z,,26417,01-JAN-14,0.2687,1782,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70287,73094,GU1608,0164,178,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70288,73095,GU1608,0166,180,1,6B3I,180.446,1,I,,26415,01-JAN-15,0.26873,2298,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.49,,,,,,,,,
70288,73096,GU1608,0166,180,2,6B3Z,179.954,1,Z,,26417,01-JAN-14,0.2687,2292,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70288,73097,GU1608,0166,180,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70289,73098,GU1608,0168,182,1,6B3I,198.741,1,I,,26415,01-JAN-15,0.26873,2531,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.03,,,,,,,,,
70289,73099,GU1608,0168,182,2,6B3Z,193.223,1,Z,,26417,01-JAN-14,0.2687,2461,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70289,73100,GU1608,0168,182,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70290,73101,GU1608,0169,184,1,6B3I,192.146,1,I,,26415,01-JAN-15,0.26873,2447,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.83,,,,,,,,,
70290,73102,GU1608,0169,184,2,6B3Z,191.81,1,Z,,26417,01-JAN-14,0.2687,2443,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70290,73103,GU1608,0169,184,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70291,73104,GU1608,0170,185,1,6B3I,206.594,1,I,,26415,01-JAN-15,0.26873,2631,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.87,,,,,,,,,
70291,73105,GU1608,0170,185,2,6B3Z,197.934,1,Z,,26417,01-JAN-14,0.2687,2521,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70291,73106,GU1608,0170,185,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70292,73107,GU1608,0171,186,1,6B3I,322.494,1,I,,26415,01-JAN-15,0.26873,4107,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.87,,,,,,,,,
70292,73108,GU1608,0171,186,2,6B3Z,294.507,1,Z,,26417,01-JAN-14,0.2687,3751,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70292,73109,GU1608,0171,186,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70293,73110,GU1608,0172,187,1,6B3I,221.121,1,I,,26415,01-JAN-15,0.26873,2816,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.88,,,,,,,,,
70293,73111,GU1608,0172,187,2,6B3Z,218.426,1,Z,,26417,01-JAN-14,0.2687,2782,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70293,73112,GU1608,0172,187,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70294,73113,GU1608,0173,188,1,6B3I,188.219,1,I,,26415,01-JAN-15,0.26873,2397,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.05,,,,,,,,,
70294,73114,GU1608,0173,188,2,6B3Z,189.847,1,Z,,26417,01-JAN-14,0.2687,2418,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70294,73115,GU1608,0173,188,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70295,73116,GU1608,0174,189,1,6B3I,396.462,1,I,,26415,01-JAN-15,0.26873,5049,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.39,,,,,,,,,
70295,73117,GU1608,0174,189,2,6B3Z,395.476,1,Z,,26417,01-JAN-14,0.2687,5037,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70295,73118,GU1608,0174,189,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70296,73119,GU1608,0175,190,1,6B3I,358.064,1,I,,26415,01-JAN-15,0.26873,4560,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.79,,,,,,,,,
70296,73120,GU1608,0175,190,2,6B3Z,330.623,1,Z,,26417,01-JAN-14,0.2687,4211,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70296,73121,GU1608,0175,190,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70297,73122,GU1608,0176,191,1,6B3I,324.928,1,I,,26415,01-JAN-15,0.26873,4138,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.99,,,,,,,,,
70297,73123,GU1608,0176,191,2,6B3Z,402.385,1,Z,,26417,01-JAN-14,0.2687,5125,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70297,73124,GU1608,0176,191,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70298,73125,GU1608,0177,192,1,6B3I,124.537,1,I,,26415,01-JAN-15,0.26873,1586,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.13,,,,,,,,,
70298,73126,GU1608,0177,192,2,6B3Z,124.131,1,Z,,26417,01-JAN-14,0.2687,1581,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70298,73127,GU1608,0177,192,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70299,73128,GU1608,0178,193,1,6B3I,142.676,1,I,,26415,01-JAN-15,0.26873,1817,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.82,,,,,,,,,
70299,73129,GU1608,0178,193,2,6B3Z,141.482,1,Z,,26417,01-JAN-14,0.2687,1802,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70299,73130,GU1608,0178,193,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70300,73131,GU1608,0179,194,1,6B3I,94.777,1,I,,26415,01-JAN-15,0.26873,1207,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.33,,,,,,,,,
70300,73132,GU1608,0179,194,2,6B3Z,95.159,1,Z,,26417,01-JAN-14,0.2687,1212,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70300,73133,GU1608,0179,194,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70301,73134,GU1608,0180,195,1,6B3I,147.309,1,I,,26415,01-JAN-15,0.26873,1876,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.16,,,,,,,,,
70301,73135,GU1608,0180,195,2,6B3Z,148.156,1,Z,,26417,01-JAN-14,0.2687,1887,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70301,73136,GU1608,0180,195,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70302,73137,GU1608,0181,196,1,6B3I,206.201,1,I,,26415,01-JAN-15,0.26873,2626,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.97,,,,,,,,,
70302,73138,GU1608,0181,196,2,6B3Z,199.504,1,Z,,26417,01-JAN-14,0.2687,2541,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70302,73139,GU1608,0181,196,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70303,73140,GU1608,0182,197,1,6B3I,145.739,1,I,,26415,01-JAN-15,0.26873,1856,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.21,,,,,,,,,
70303,73141,GU1608,0182,197,2,6B3Z,142.425,1,Z,,26417,01-JAN-14,0.2687,1814,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70303,73142,GU1608,0182,197,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70304,73143,GU1608,0183,198,1,6B3I,160.579,1,I,,26415,01-JAN-15,0.26873,2045,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.74,,,,,,,,,
70304,73144,GU1608,0183,198,2,6B3Z,158.127,1,Z,,26417,01-JAN-14,0.2687,2014,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70304,73145,GU1608,0183,198,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70305,73146,GU1608,0184,199,1,6B3I,144.011,1,I,,26415,01-JAN-15,0.26873,1834,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.15,,,,,,,,,
70305,73147,GU1608,0184,199,2,6B3Z,146.193,1,Z,,26417,01-JAN-14,0.2687,1862,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70305,73148,GU1608,0184,199,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70306,73149,GU1608,0185,200,1,6B3I,156.732,1,I,,26415,01-JAN-15,0.26873,1996,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.59,,,,,,,,,
70306,73150,GU1608,0185,200,2,6B3Z,157.578,1,Z,,26417,01-JAN-14,0.2687,2007,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70306,73151,GU1608,0185,200,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70307,73152,GU1608,0186,201,1,6B3I,207.3,1,I,,26415,01-JAN-15,0.26873,2640,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.51,,,,,,,,,
70307,73153,GU1608,0186,201,2,6B3Z,207.12,1,Z,,26417,01-JAN-14,0.2687,2638,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70307,73154,GU1608,0186,201,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70308,73155,GU1608,0187,202,1,6B3I,90.38,1,I,,26415,01-JAN-15,0.26873,1151,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.87,,,,,,,,,
70308,73156,GU1608,0187,202,2,6B3Z,86.287,1,Z,,26417,01-JAN-14,0.2687,1099,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70308,73157,GU1608,0187,202,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70309,73158,GU1608,0188,203,1,6B3I,90.223,1,I,,26415,01-JAN-15,0.26873,1149,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.65,,,,,,,,,
70309,73159,GU1608,0188,203,2,6B3Z,86.523,1,Z,,26417,01-JAN-14,0.2687,1102,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70309,73160,GU1608,0188,203,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70310,73161,GU1608,0189,204,1,6B3I,119.512,1,I,,26415,01-JAN-15,0.26873,1522,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.52,,,,,,,,,
70310,73162,GU1608,0189,204,2,6B3Z,119.656,1,Z,,26417,01-JAN-14,0.2687,1524,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70310,73163,GU1608,0189,204,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70311,73164,GU1608,0190,205,1,6B3I,98.86,1,I,,26415,01-JAN-15,0.26873,1259,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.46,,,,,,,,,
70311,73165,GU1608,0190,205,2,6B3Z,94.295,1,Z,,26417,01-JAN-14,0.2687,1201,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70311,73166,GU1608,0190,205,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70312,73167,GU1608,0191,206,1,6B3I,209.813,1,I,,26415,01-JAN-15,0.26873,2672,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.05,,,,,,,,,
70312,73168,GU1608,0191,206,2,6B3Z,207.905,1,Z,,26417,01-JAN-14,0.2687,2648,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70312,73169,GU1608,0191,206,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70313,73170,GU1608,0192,207,1,6B3I,125.715,1,I,,26415,01-JAN-15,0.26873,1601,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.45,,,,,,,,,
70313,73171,GU1608,0192,207,2,6B3Z,122.482,1,Z,,26417,01-JAN-14,0.2687,1560,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70313,73172,GU1608,0192,207,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70314,73173,GU1608,0193,208,1,6B3I,180.917,1,I,,26415,01-JAN-15,0.26873,2304,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.04,,,,,,,,,
70314,73174,GU1608,0193,208,2,6B3Z,176.107,1,Z,,26417,01-JAN-14,0.2687,2243,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70314,73175,GU1608,0193,208,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70315,73176,GU1608,0194,209,1,6B3I,136.865,1,I,,26415,01-JAN-15,0.26873,1743,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.85,,,,,,,,,
70315,73177,GU1608,0194,209,2,6B3Z,123.66,1,Z,,26417,01-JAN-14,0.2687,1575,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70315,73178,GU1608,0194,209,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70316,73179,GU1608,0195,210,1,6B3I,114.251,1,I,,26415,01-JAN-15,0.26873,1455,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.36,,,,,,,,,
70316,73180,GU1608,0195,210,2,6B3Z,99.163,1,Z,,26417,01-JAN-14,0.2687,1263,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70316,73181,GU1608,0195,210,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70317,73182,GU1608,0196,211,1,6B3I,91.558,1,I,,26415,01-JAN-15,0.26873,1166,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.51,,,,,,,,,
70317,73183,GU1608,0196,211,2,6B3Z,106.701,1,Z,,26417,01-JAN-14,0.2687,1359,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70317,73184,GU1608,0196,211,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70318,73185,GU1608,0197,212,1,6B3I,94.699,1,I,,26415,01-JAN-15,0.26873,1206,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,9.29,,,,,,,,,
70318,73186,GU1608,0197,212,2,6B3Z,95.002,1,Z,,26417,01-JAN-14,0.2687,1210,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70318,73187,GU1608,0197,212,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70319,73188,GU1608,0198,213,1,6B3I,104.665,1,I,,13631,03-MAR-07,0.2766,1295,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.73,,,,,,,,,
70319,73189,GU1608,0198,213,2,6B3Z,120.966,1,Z,,16033,01-APR-11,0.3141,1318,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70319,73190,GU1608,0198,213,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70320,73191,GU1608,0199,214,1,6B3I,94.482,1,I,,13631,03-MAR-07,0.2766,1169,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.18,,,,,,,,,
70320,73192,GU1608,0199,214,2,6B3Z,109.952,1,Z,,16033,01-APR-11,0.3141,1198,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70320,73193,GU1608,0199,214,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70321,73194,GU1608,0200,215,1,6B3I,112.828,1,I,,13631,03-MAR-07,0.2766,1396,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.34,,,,,,,,,
70321,73195,GU1608,0200,215,2,6B3Z,130.236,1,Z,,16033,01-APR-11,0.3141,1419,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70321,73196,GU1608,0200,215,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70322,73197,GU1608,0201,216,1,6B3I,117.273,1,I,,13631,03-MAR-07,0.2766,1451,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.9,,,,,,,,,
70322,73198,GU1608,0201,216,2,6B3Z,125.739,1,Z,,16033,01-APR-11,0.3141,1370,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70322,73199,GU1608,0201,216,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70323,73200,GU1608,0202,217,1,6B3I,185.973,1,I,,13631,03-MAR-07,0.2766,2301,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,1.88,,,,,,,,,
70323,73201,GU1608,0202,217,2,6B3Z,212.287,1,Z,,16033,01-APR-11,0.3141,2313,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
